Category,CN Code,Description,Country,Type,Value
DRI,7203,"Ferrous products obtained by direct reduction of iron ore and
other spongy ferrous products",United States,Direct,0.63
DRI,7203,"Ferrous products obtained by direct reduction of iron ore and
other spongy ferrous products",United States,Indirect,0.07
DRI,7203,"Ferrous products obtained by direct reduction of iron ore and
other spongy ferrous products",United States,Total,0.7
DRI,7203,"Ferrous products obtained by direct reduction of iron ore and
other spongy ferrous products",EU27,Direct,0.39
DRI,7203,"Ferrous products obtained by direct reduction of iron ore and
other spongy ferrous products",EU27,Indirect,0.08
DRI,7203,"Ferrous products obtained by direct reduction of iron ore and
other spongy ferrous products",EU27,Total,0.47
DRI,7203,"Ferrous products obtained by direct reduction of iron ore and
other spongy ferrous products","Weighted average
primary",Direct,4.81
DRI,7203,"Ferrous products obtained by direct reduction of iron ore and
other spongy ferrous products","Weighted average
primary",Indirect,0
DRI,7203,"Ferrous products obtained by direct reduction of iron ore and
other spongy ferrous products","Weighted average
primary",Total,4.81
Crude steel,7206 10 00,Ingots,Default Direct,emissions,2.52
Crude steel,7206 10 00,Ingots,Default Indirect,emissions,0.23
Crude steel,7206 10 00,Ingots,Default Total,emissions,2.75
Crude steel,7206 10 00,Ingots,Belarus,Direct,0.07
Crude steel,7206 10 00,Ingots,Belarus,Indirect,0.28
Crude steel,7206 10 00,Ingots,Belarus,Total,0.35
Crude steel,7206 10 00,Ingots,Brazil,Direct,1.9
Crude steel,7206 10 00,Ingots,Brazil,Indirect,0.04
Crude steel,7206 10 00,Ingots,Brazil,Total,1.94
Crude steel,7206 10 00,Ingots,China,Direct,1.83
Crude steel,7206 10 00,Ingots,China,Indirect,0.23
Crude steel,7206 10 00,Ingots,China,Total,2.06
Crude steel,7206 10 00,Ingots,India,Direct,2.86
Crude steel,7206 10 00,Ingots,India,Indirect,0.35
Crude steel,7206 10 00,Ingots,India,Total,3.21
Crude steel,7206 10 00,Ingots,Japan,Direct,2.07
Crude steel,7206 10 00,Ingots,Japan,Indirect,0.17
Crude steel,7206 10 00,Ingots,Japan,Total,2.24
Crude steel,7206 10 00,Ingots,South Korea,Direct,1.73
Crude steel,7206 10 00,Ingots,South Korea,Indirect,0.18
Crude steel,7206 10 00,Ingots,South Korea,Total,1.91
Crude steel,7206 10 00,Ingots,Norway,Direct,0.9
Crude steel,7206 10 00,Ingots,Norway,Indirect,0.09
Crude steel,7206 10 00,Ingots,Norway,Total,0.99
Crude steel,7206 10 00,Ingots,Russia,Direct,3.48
Crude steel,7206 10 00,Ingots,Russia,Indirect,0.15
Crude steel,7206 10 00,Ingots,Russia,Total,3.62
Crude steel,7206 10 00,Ingots,Serbia,Direct,2.43
Crude steel,7206 10 00,Ingots,Serbia,Indirect,0.48
Crude steel,7206 10 00,Ingots,Serbia,Total,2.9
Crude steel,7206 10 00,Ingots,South Africa,Direct,3.6
Crude steel,7206 10 00,Ingots,South Africa,Indirect,1.2
Crude steel,7206 10 00,Ingots,South Africa,Total,4.8
Crude steel,7206 10 00,Ingots,Switzerland,Direct,0.18
Crude steel,7206 10 00,Ingots,Switzerland,Indirect,0.03
Crude steel,7206 10 00,Ingots,Switzerland,Total,0.21
Crude steel,7206 10 00,Ingots,Taiwan,Direct,1.87
Crude steel,7206 10 00,Ingots,Taiwan,Indirect,0.17
Crude steel,7206 10 00,Ingots,Taiwan,Total,2.03
Crude steel,7206 10 00,Ingots,Türkiye,Direct,1.83
Crude steel,7206 10 00,Ingots,Türkiye,Indirect,0.14
Crude steel,7206 10 00,Ingots,Türkiye,Total,1.96
Crude steel,7206 10 00,Ingots,Ukraine,Direct,2.09
Crude steel,7206 10 00,Ingots,Ukraine,Indirect,0.19
Crude steel,7206 10 00,Ingots,Ukraine,Total,2.28
Crude steel,7206 10 00,Ingots,United Kingdom,Direct,1.98
Crude steel,7206 10 00,Ingots,United Kingdom,Indirect,0.07
Crude steel,7206 10 00,Ingots,United Kingdom,Total,2.04
Crude steel,7206 10 00,Ingots,United States,Direct,1.58
Crude steel,7206 10 00,Ingots,United States,Indirect,0.16
Crude steel,7206 10 00,Ingots,United States,Total,1.74
Crude steel,7206 10 00,Ingots,EU27,Direct,1.77
Crude steel,7206 10 00,Ingots,EU27,Indirect,0.09
Crude steel,7206 10 00,Ingots,EU27,Total,1.86
Crude steel,7206 10 00,Ingots,"Weighted average
primary",Direct,2.52
Crude steel,7206 10 00,Ingots,"Weighted average
primary",Indirect,0.23
Crude steel,7206 10 00,Ingots,"Weighted average
primary",Total,2.75
Crude steel,7206 90 00,Other,Default Direct,emissions,1.97
Crude steel,7206 90 00,Other,Default Indirect,emissions,0.23
Crude steel,7206 90 00,Other,Default Total,emissions,2.2
Crude steel,7206 90 00,Other,Belarus,Direct,0.07
Crude steel,7206 90 00,Other,Belarus,Indirect,0.28
Crude steel,7206 90 00,Other,Belarus,Total,0.36
Crude steel,7206 90 00,Other,Brazil,Direct,1.9
Crude steel,7206 90 00,Other,Brazil,Indirect,0.04
Crude steel,7206 90 00,Other,Brazil,Total,1.94
Crude steel,7206 90 00,Other,China,Direct,1.83
Crude steel,7206 90 00,Other,China,Indirect,0.24
Crude steel,7206 90 00,Other,China,Total,2.07
Crude steel,7206 90 00,Other,India,Direct,2.86
Crude steel,7206 90 00,Other,India,Indirect,0.36
Crude steel,7206 90 00,Other,India,Total,3.22
Crude steel,7206 90 00,Other,Japan,Direct,2.07
Crude steel,7206 90 00,Other,Japan,Indirect,0.18
Crude steel,7206 90 00,Other,Japan,Total,2.25
Crude steel,7206 90 00,Other,South Korea,Direct,1.73
Crude steel,7206 90 00,Other,South Korea,Indirect,0.19
Crude steel,7206 90 00,Other,South Korea,Total,1.92
Crude steel,7206 90 00,Other,Norway,Direct,0.9
Crude steel,7206 90 00,Other,Norway,Indirect,0.09
Crude steel,7206 90 00,Other,Norway,Total,1
Crude steel,7206 90 00,Other,Russia,Direct,3.48
Crude steel,7206 90 00,Other,Russia,Indirect,0.16
Crude steel,7206 90 00,Other,Russia,Total,3.64
Crude steel,7206 90 00,Other,Serbia,Direct,2.43
Crude steel,7206 90 00,Other,Serbia,Indirect,0.5
Crude steel,7206 90 00,Other,Serbia,Total,2.93
Crude steel,7206 90 00,Other,South Africa,Direct,3.6
Crude steel,7206 90 00,Other,South Africa,Indirect,1.26
Crude steel,7206 90 00,Other,South Africa,Total,4.86
Crude steel,7206 90 00,Other,Switzerland,Direct,0.18
Crude steel,7206 90 00,Other,Switzerland,Indirect,0.03
Crude steel,7206 90 00,Other,Switzerland,Total,0.21
Crude steel,7206 90 00,Other,Taiwan,Direct,1.87
Crude steel,7206 90 00,Other,Taiwan,Indirect,0.17
Crude steel,7206 90 00,Other,Taiwan,Total,2.04
Crude steel,7206 90 00,Other,Türkiye,Direct,1.83
Crude steel,7206 90 00,Other,Türkiye,Indirect,0.14
Crude steel,7206 90 00,Other,Türkiye,Total,1.97
Crude steel,7206 90 00,Other,Ukraine,Direct,2.09
Crude steel,7206 90 00,Other,Ukraine,Indirect,0.2
Crude steel,7206 90 00,Other,Ukraine,Total,2.29
Crude steel,7206 90 00,Other,United Kingdom,Direct,1.98
Crude steel,7206 90 00,Other,United Kingdom,Indirect,0.07
Crude steel,7206 90 00,Other,United Kingdom,Total,2.05
Crude steel,7206 90 00,Other,United States,Direct,1.58
Crude steel,7206 90 00,Other,United States,Indirect,0.16
Crude steel,7206 90 00,Other,United States,Total,1.75
Crude steel,7206 90 00,Other,EU27,Direct,1.77
Crude steel,7206 90 00,Other,EU27,Indirect,0.1
Crude steel,7206 90 00,Other,EU27,Total,1.87
Crude steel,7206 90 00,Other,"Weighted average
primary",Direct,1.97
Crude steel,7206 90 00,Other,"Weighted average
primary",Indirect,0.23
Crude steel,7206 90 00,Other,"Weighted average
primary",Total,2.2
Crude steel,7207 11 11,Of free-cutting steel,Default Direct,emissions,1.89
Crude steel,7207 11 11,Of free-cutting steel,Default Indirect,emissions,0.32
Crude steel,7207 11 11,Of free-cutting steel,Default Total,emissions,2.21
Crude steel,7207 11 11,Of free-cutting steel,Belarus,Direct,0.13
Crude steel,7207 11 11,Of free-cutting steel,Belarus,Indirect,0.32
Crude steel,7207 11 11,Of free-cutting steel,Belarus,Total,0.45
Crude steel,7207 11 11,Of free-cutting steel,Brazil,Direct,2.01
Crude steel,7207 11 11,Of free-cutting steel,Brazil,Indirect,0.06
Crude steel,7207 11 11,Of free-cutting steel,Brazil,Total,2.07
Crude steel,7207 11 11,Of free-cutting steel,China,Direct,1.84
Crude steel,7207 11 11,Of free-cutting steel,China,Indirect,0.34
Crude steel,7207 11 11,Of free-cutting steel,China,Total,2.18
Crude steel,7207 11 11,Of free-cutting steel,India,Direct,4.9
Crude steel,7207 11 11,Of free-cutting steel,India,Indirect,0.73
Crude steel,7207 11 11,Of free-cutting steel,India,Total,5.63
Crude steel,7207 11 11,Of free-cutting steel,Japan,Direct,2.09
Crude steel,7207 11 11,Of free-cutting steel,Japan,Indirect,0.25
Crude steel,7207 11 11,Of free-cutting steel,Japan,Total,2.35
Crude steel,7207 11 11,Of free-cutting steel,South Korea,Direct,1.75
Crude steel,7207 11 11,Of free-cutting steel,South Korea,Indirect,0.26
Crude steel,7207 11 11,Of free-cutting steel,South Korea,Total,2.01
Crude steel,7207 11 11,Of free-cutting steel,Norway,Direct,0.9
Crude steel,7207 11 11,Of free-cutting steel,Norway,Indirect,0.09
Crude steel,7207 11 11,Of free-cutting steel,Norway,Total,1
Crude steel,7207 11 11,Of free-cutting steel,Russia,Direct,3.63
Crude steel,7207 11 11,Of free-cutting steel,Russia,Indirect,0.22
Crude steel,7207 11 11,Of free-cutting steel,Russia,Total,3.85
Crude steel,7207 11 11,Of free-cutting steel,Serbia,Direct,2.43
Crude steel,7207 11 11,Of free-cutting steel,Serbia,Indirect,0.5
Crude steel,7207 11 11,Of free-cutting steel,Serbia,Total,2.93
Crude steel,7207 11 11,Of free-cutting steel,South Africa,Direct,3.6
Crude steel,7207 11 11,Of free-cutting steel,South Africa,Indirect,1.26
Crude steel,7207 11 11,Of free-cutting steel,South Africa,Total,4.86
Crude steel,7207 11 11,Of free-cutting steel,Switzerland,Direct,0.18
Crude steel,7207 11 11,Of free-cutting steel,Switzerland,Indirect,0.03
Crude steel,7207 11 11,Of free-cutting steel,Switzerland,Total,0.21
Crude steel,7207 11 11,Of free-cutting steel,Taiwan,Direct,1.88
Crude steel,7207 11 11,Of free-cutting steel,Taiwan,Indirect,0.24
Crude steel,7207 11 11,Of free-cutting steel,Taiwan,Total,2.12
Crude steel,7207 11 11,Of free-cutting steel,Türkiye,Direct,1.83
Crude steel,7207 11 11,Of free-cutting steel,Türkiye,Indirect,0.14
Crude steel,7207 11 11,Of free-cutting steel,Türkiye,Total,1.97
Crude steel,7207 11 11,Of free-cutting steel,Ukraine,Direct,2.16
Crude steel,7207 11 11,Of free-cutting steel,Ukraine,Indirect,0.29
Crude steel,7207 11 11,Of free-cutting steel,Ukraine,Total,2.46
Crude steel,7207 11 11,Of free-cutting steel,United Kingdom,Direct,1.98
Crude steel,7207 11 11,Of free-cutting steel,United Kingdom,Indirect,0.07
Crude steel,7207 11 11,Of free-cutting steel,United Kingdom,Total,2.05
Crude steel,7207 11 11,Of free-cutting steel,United States,Direct,1.65
Crude steel,7207 11 11,Of free-cutting steel,United States,Indirect,0.2
Crude steel,7207 11 11,Of free-cutting steel,United States,Total,1.85
Crude steel,7207 11 11,Of free-cutting steel,EU27,Direct,1.81
Crude steel,7207 11 11,Of free-cutting steel,EU27,Indirect,0.14
Crude steel,7207 11 11,Of free-cutting steel,EU27,Total,1.95
Crude steel,7207 11 11,Of free-cutting steel,"Weighted average
primary",Direct,1.89
Crude steel,7207 11 11,Of free-cutting steel,"Weighted average
primary",Indirect,0.32
Crude steel,7207 11 11,Of free-cutting steel,"Weighted average
primary",Total,2.21
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Default Direct,emissions,1.89
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Default Indirect,emissions,0.32
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Default Total,emissions,2.21
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Belarus,Direct,0.13
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Belarus,Indirect,0.32
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Belarus,Total,0.45
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Brazil,Direct,2.01
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Brazil,Indirect,0.06
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Brazil,Total,2.07
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,China,Direct,1.84
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,China,Indirect,0.34
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,China,Total,2.18
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,India,Direct,4.9
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,India,Indirect,0.73
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,India,Total,5.63
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Japan,Direct,2.09
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Japan,Indirect,0.25
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Japan,Total,2.35
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,South Korea,Direct,1.75
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,South Korea,Indirect,0.26
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,South Korea,Total,2.01
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Norway,Direct,0.9
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Norway,Indirect,0.09
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Norway,Total,1
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Russia,Direct,3.63
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Russia,Indirect,0.22
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Russia,Total,3.85
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Serbia,Direct,2.43
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Serbia,Indirect,0.5
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Serbia,Total,2.93
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,South Africa,Direct,3.6
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,South Africa,Indirect,1.26
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,South Africa,Total,4.86
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Switzerland,Direct,0.18
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Switzerland,Indirect,0.03
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Switzerland,Total,0.21
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Taiwan,Direct,1.88
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Taiwan,Indirect,0.24
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Taiwan,Total,2.12
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Türkiye,Direct,1.83
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Türkiye,Indirect,0.14
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Türkiye,Total,1.97
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Ukraine,Direct,2.16
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Ukraine,Indirect,0.29
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,Ukraine,Total,2.46
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,United Kingdom,Direct,1.98
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,United Kingdom,Indirect,0.07
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,United Kingdom,Total,2.05
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,United States,Direct,1.65
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,United States,Indirect,0.2
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,United States,Total,1.85
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,EU27,Direct,1.81
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,EU27,Indirect,0.14
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,EU27,Total,1.95
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,"Weighted average
primary",Direct,1.89
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,"Weighted average
primary",Indirect,0.32
Crude steel,7207 11 14,Of a thickness not exceeding 130 mm,"Weighted average
primary",Total,2.21
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Default Direct,emissions,1.89
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Default Indirect,emissions,0.32
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Default Total,emissions,2.21
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Belarus,Direct,0.13
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Belarus,Indirect,0.32
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Belarus,Total,0.45
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Brazil,Direct,2.01
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Brazil,Indirect,0.06
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Brazil,Total,2.07
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,China,Direct,1.84
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,China,Indirect,0.34
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,China,Total,2.18
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,India,Direct,4.9
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,India,Indirect,0.73
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,India,Total,5.63
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Japan,Direct,2.09
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Japan,Indirect,0.25
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Japan,Total,2.35
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,South Korea,Direct,1.75
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,South Korea,Indirect,0.26
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,South Korea,Total,2.01
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Norway,Direct,0.9
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Norway,Indirect,0.09
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Norway,Total,1
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Russia,Direct,3.63
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Russia,Indirect,0.22
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Russia,Total,3.85
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Serbia,Direct,2.43
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Serbia,Indirect,0.5
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,Serbia,Total,2.93
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,South Africa,Direct,3.6
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,South Africa,Indirect,1.26
Crude steel,7207 11 16,Of a thickness exceeding 130 mm,South Africa,Total,4.86
